amount,claims,age,policy_years,fraud
77159,9,54,12,1
77262,0,27,3,0
25590,2,37,16,0
10688,10,21,4,0
12036,6,47,7,0
65379,8,39,12,1
59853,0,55,18,0
40673,10,42,13,0
69459,0,43,13,0
31019,2,63,1,0
67176,0,64,11,0
93065,1,54,17,0
47757,3,37,17,0
52226,4,28,14,1
16689,6,25,18,0
16983,10,47,14,0
25562,2,23,19,0
88173,6,34,5,1
16562,9,53,7,0
34547,1,67,19,0
79738,6,47,18,1
79275,10,48,11,1
18115,4,48,13,0
28017,7,37,15,0
8174,1,31,17,0
82052,8,39,2,1
40321,3,27,19,0
73647,0,47,8,0
37601,9,69,1,0
7202,8,52,7,0
62698,0,69,7,0
7884,4,46,9,0
16993,3,35,19,0
37450,9,48,5,0
94474,8,22,9,1
13299,1,58,6,0
3214,2,54,15,0
32386,8,50,6,0
63582,4,67,12,1
85800,6,47,17,1
56816,6,35,19,1
11374,5,46,16,0
41291,2,65,17,0
70636,9,32,14,1
45689,1,34,2,0
86257,10,64,7,1
63804,6,70,1,1
35550,7,54,18,0
51923,8,58,1,1
59355,9,49,16,1
84741,3,40,15,0
28521,8,18,10,0
62515,8,64,13,1
46388,5,38,5,0
13615,9,52,8,0
64714,1,44,3,0
18052,3,19,19,0
54002,0,19,14,0
80279,6,28,7,1
19682,10,43,4,0
67654,3,69,2,0
9953,8,31,3,0
60431,10,29,8,1
90926,2,37,10,0
40405,3,47,20,0
90822,0,18,13,0
29913,4,49,5,0
79122,8,33,4,1
26055,9,59,14,0
18307,6,24,11,0
45582,4,53,8,0
66681,6,22,7,1
42741,8,69,19,0
98913,10,46,17,1
13841,6,39,6,0
51850,7,61,17,1
28753,10,54,17,0
70808,3,50,2,0
11376,5,22,12,0
37831,10,39,17,0
63494,9,52,11,1
7691,0,43,14,0
37359,3,63,6,0
21021,6,66,14,0
91728,6,48,17,1
62357,3,62,7,0
28891,9,53,11,0
19508,7,59,7,0
7743,8,48,1,0
53985,2,50,8,0
36946,7,54,20,0
7619,3,50,10,0
85114,3,30,14,0
81274,6,27,6,1
28277,1,58,5,0
83366,2,67,14,0
38745,1,40,14,0
16734,5,19,9,0
69153,1,19,15,0
3957,9,50,4,0
73282,1,27,4,0
3268,8,50,18,0
82920,10,33,2,1
4937,3,21,1,0
75273,7,45,18,1
11367,0,26,6,0
14068,3,18,8,0
83901,6,55,19,1
58222,9,62,3,1
34424,1,46,17,0
2903,0,70,14,0
5524,8,24,7,0
29368,3,33,2,0
68596,6,47,3,1
73337,6,48,4,1
41131,1,58,3,0
78284,9,47,2,1
67008,5,46,7,1
24737,1,60,9,0
82283,7,29,11,1
74055,1,39,15,0
22945,8,70,9,0
50053,4,20,3,1
96369,9,22,14,1
70244,4,57,12,1
14691,4,54,1,0
18574,1,31,5,0
35945,1,51,5,0
22676,8,35,9,0
58283,6,29,3,1
90142,7,47,19,1
91547,6,23,6,1
57426,9,46,4,1
24483,6,39,9,0
48196,4,30,13,0
18170,2,48,5,0
19629,3,19,14,0
92473,8,37,9,1
84212,9,41,13,1
32421,2,34,9,0
44271,9,57,17,0
41938,1,30,14,0
43177,7,19,17,0
53858,2,29,3,0
54381,7,21,18,1
45578,0,38,20,0
76934,2,33,18,0
95728,1,67,19,0
36764,2,30,1,0
23979,3,55,17,0
79835,8,29,19,1
21491,3,45,13,0
98453,6,31,13,1
19043,1,51,10,0
48515,0,19,5,0
90676,8,22,1,1
82778,3,53,7,0
53962,0,37,2,0
91839,3,68,15,0
66522,6,29,15,1
33294,2,24,7,0
21541,3,32,3,0
78696,2,63,12,0
95909,3,29,17,0
3274,6,68,19,0
8341,9,25,7,0
29913,7,60,12,0
2400,3,67,2,0
8296,10,56,17,0
15808,2,52,11,0
42174,4,54,20,0
5814,8,21,2,0
29788,2,35,12,0
61607,3,64,4,0
24040,1,59,19,0
59888,1,49,15,0
34034,8,64,7,0
51694,0,46,13,0
59424,7,42,11,1
69727,6,49,2,1
8560,0,48,2,0
19962,0,36,14,0
63693,0,49,16,0
58979,6,49,16,1
55099,2,65,15,0
77565,6,67,7,1
97522,4,57,18,1
72362,7,61,14,1
49398,8,59,19,0
83694,7,36,15,1
54869,8,58,8,1
78254,6,65,1,1
80204,5,65,8,1
84560,1,39,17,0
21817,0,56,6,0
31032,7,33,17,0
75437,4,33,2,1
67549,5,33,19,1
40499,8,62,9,0
59115,7,24,18,1
87887,5,54,5,1
87694,5,58,9,1
7896,6,69,20,0
59439,1,30,8,0
37295,2,62,18,0
77380,2,42,9,0
99107,6,37,18,1
56559,5,45,4,1
14660,10,37,20,0
61402,1,29,18,0
30633,1,61,4,0
86680,3,20,14,0
97071,4,37,5,1
35464,5,33,10,0
27425,1,64,12,0
34980,2,37,5,0
39269,9,56,13,0
95961,5,20,2,1
46051,4,28,4,0
76509,1,54,12,0
1026,1,66,7,0
24453,1,35,3,0
78362,8,23,12,1
4773,10,51,18,0
17139,5,27,4,0
42840,1,30,19,0
25593,10,39,7,0
24940,10,27,11,0
46868,3,31,8,0
92253,5,47,17,1
4832,8,56,6,0
51742,10,56,12,1
5531,3,55,6,0
84130,10,58,8,1
15433,4,70,15,0
70497,2,63,19,0
60321,1,19,16,0
44738,2,24,20,0
21134,10,43,8,0
54602,8,68,13,1
74975,4,70,2,1
48985,4,35,14,0
52739,6,32,14,1
70453,4,67,8,1
41444,5,41,9,0
12111,10,20,12,0
52702,9,65,11,1
30654,3,65,2,0
89731,6,23,18,1
51592,4,28,20,1
47720,8,40,16,0
92619,5,29,8,1
42827,5,70,13,0
10446,9,38,2,0
65357,3,66,7,0
57091,10,70,14,1
17542,6,25,10,0
47650,10,27,10,0
89916,0,58,1,0
91184,7,70,20,1
59067,4,69,20,1
43944,4,47,4,0
36983,3,67,2,0
49396,3,28,1,0
54884,6,36,20,1
99348,10,55,13,1
25196,0,29,16,0
82914,7,59,7,1
59347,1,20,6,0
78107,8,37,1,1
23627,2,28,15,0
84431,5,33,16,1
38209,1,53,15,0
84242,5,27,15,1
37273,10,30,8,0
25445,3,38,20,0
79260,1,58,19,0
49017,5,27,5,0
14685,7,61,12,0
74748,10,20,11,1
87113,6,35,3,1
28409,1,57,17,0
80018,7,56,1,1
1231,2,47,6,0
46323,6,38,1,0
21522,3,53,6,0
42164,1,49,8,0
27795,2,43,3,0
3412,4,70,12,0
48772,10,40,2,0
6711,0,25,13,0
72956,9,35,7,1
27118,8,67,13,0
21934,10,30,17,0
31140,1,49,14,0
58833,3,70,14,0
8959,2,41,5,0
73705,1,70,15,0
75009,4,20,8,1
56172,10,52,12,1
51893,10,21,10,1
69022,4,36,10,1
2264,4,35,4,0
70219,0,50,20,0
83213,6,63,9,1
46350,3,61,12,0
19887,6,53,6,0
67566,2,53,14,0
45566,9,51,12,0
87044,5,61,15,1
14965,7,66,8,0
77904,0,19,1,0
83148,4,70,5,1
59069,6,49,13,1
76343,6,49,20,1
97459,2,53,2,0
97672,0,39,14,0
65622,10,48,5,1
40224,2,21,13,0
22002,9,44,2,0
19910,2,23,7,0
57758,8,26,20,1
19226,8,37,10,0
17557,2,55,5,0
46993,3,57,7,0
71667,4,47,11,1
99718,9,30,5,1
98672,6,37,13,1
56064,5,27,8,1
72172,10,22,12,1
37083,3,49,6,0
76424,6,29,9,1
86060,0,19,17,0
49517,4,62,14,0
35498,8,60,11,0
31860,5,32,10,0
32856,4,28,2,0
48322,10,46,3,0
4417,7,55,7,0
57792,1,43,17,0
26036,4,35,13,0
74527,2,39,11,0
5900,10,40,16,0
28320,2,62,15,0
89336,8,48,13,1
23393,2,62,12,0
57446,10,30,6,1
8720,10,44,16,0
2315,4,45,14,0
37019,8,55,1,0
29759,2,26,10,0
43617,5,19,17,0
91399,6,27,7,1
39485,5,56,6,0
55788,7,39,16,1
98559,2,68,9,0
96774,8,25,7,1
40219,8,32,4,0
40990,2,49,13,0
40809,3,19,10,0
26233,8,41,15,0
27796,5,41,15,0
1780,8,18,19,0
99584,5,36,9,1
23138,6,33,4,0
76407,7,42,15,1
23878,2,62,2,0
35197,10,59,19,0
64538,8,46,2,1
73762,2,45,8,0
16428,4,42,12,0
9522,2,25,17,0
28549,10,48,15,0
63322,6,42,3,1
93941,0,29,4,0
25724,9,46,2,0
78872,7,21,7,1
36091,10,52,1,0
90412,3,48,10,0
12320,2,22,7,0
25212,4,53,2,0
6366,8,19,4,0
59367,0,29,18,0
57283,8,24,16,1
33950,7,69,9,0
10711,5,70,12,0
11489,7,59,16,0
46887,6,40,16,0
44010,1,48,16,0
30737,3,44,17,0
13195,7,66,6,0
53583,3,53,8,0
23484,10,27,18,0
27498,2,51,20,0
37651,9,53,7,0
6327,0,56,18,0
97363,2,65,15,0
58316,8,49,13,1
85674,10,34,20,1
90081,7,39,1,1
74402,5,55,7,1
68468,1,19,18,0
8574,6,21,16,0
95265,0,63,1,0
3591,2,53,6,0
71858,7,24,2,1
13668,3,35,20,0
65612,2,70,6,0
13311,8,22,12,0
77719,10,51,9,1
7760,2,30,8,0
92517,2,27,11,0
86768,0,64,18,0
54571,0,67,12,0
85459,0,19,15,0
65856,9,49,10,1
75912,6,56,9,1
82342,9,53,11,1
44576,7,39,20,0
9279,2,66,10,0
88346,8,51,15,1
64684,5,29,13,1
50520,7,70,14,1
73273,0,57,18,0
78810,9,37,18,1
73984,9,27,13,1
71231,9,50,15,1
83558,2,46,6,0
77440,2,54,15,0
98572,8,57,7,1
7751,6,19,12,0
62452,7,48,12,1
41537,7,48,16,0
56408,2,58,5,0
27368,3,57,15,0
63330,3,34,14,0
50379,1,24,8,0
28621,9,69,12,0
27747,10,19,14,0
33583,6,52,2,0
22896,4,31,12,0
53780,6,53,1,1
3062,5,38,6,0
6366,7,63,14,0
56127,10,42,12,1
35109,8,35,15,0
22945,6,52,17,0
70976,10,54,4,1
51677,1,30,3,0
12384,8,35,15,0
51018,5,45,2,1
99483,9,67,1,1
60104,4,22,3,1
41353,6,30,16,0
94318,9,27,7,1
43362,2,63,10,0
51331,4,45,5,1
80718,10,57,11,1
78013,1,29,11,0
93659,9,30,2,1
16749,4,18,2,0
11397,9,67,2,0
21322,0,50,12,0
55077,5,64,8,1
65280,1,36,10,0
78167,5,42,7,1
56681,4,18,1,1
86688,8,35,16,1
37767,1,56,14,0
12721,6,64,12,0
78071,5,70,15,1
32821,10,37,18,0
76579,8,38,20,1
53984,2,46,1,0
5981,0,60,17,0
49718,9,40,18,0
14222,3,50,3,0
83889,2,63,7,0
59157,0,33,16,0
47241,1,47,8,0
88699,6,19,3,1
16589,8,46,1,0
71897,2,35,4,0
29855,3,21,15,0
63137,2,43,4,0
77083,0,47,1,0
1539,3,35,15,0
79079,4,57,9,1
74504,1,46,5,0
21851,3,39,13,0
42829,2,58,17,0
51981,6,48,11,1
2933,10,28,20,0
6662,9,27,16,0
28197,0,62,7,0
99729,10,68,13,1
73978,0,18,6,0
18757,2,30,11,0
50324,7,69,6,1
66822,9,26,16,1
4859,2,63,15,0
77937,3,64,11,0
78920,4,29,13,1
4201,8,24,6,0
79473,6,60,11,1
5060,0,25,1,0
9472,2,22,17,0
87461,4,67,12,1
66692,7,63,14,1
18284,0,57,3,0
97653,5,40,17,1
90424,6,51,9,1
9440,6,54,13,0
8367,4,61,19,0
79686,7,53,13,1
95422,4,19,16,1
21775,9,56,4,0
75348,9,44,13,1
69661,2,37,15,0
29294,1,34,11,0
22312,8,38,7,0
22956,6,52,2,0
22986,1,38,12,0
33293,10,68,8,0
78539,7,33,9,1
23421,8,28,16,0
28870,6,67,9,0
57213,2,21,19,0
73661,1,31,11,0
72177,7,38,15,1
61211,8,48,9,1
84976,3,49,1,0
23037,9,23,4,0
68866,7,62,18,1
55094,10,20,15,1
98440,10,23,14,1
23155,3,62,10,0
10570,0,60,13,0
96333,4,68,11,1
6981,2,29,17,0
42832,5,62,18,0
72324,7,60,4,1
56101,1,62,14,0
33559,3,51,17,0
49842,4,64,18,0
17276,9,52,20,0
40878,1,58,6,0
52353,7,66,18,1
78161,1,28,4,0
42829,6,38,14,0
84255,6,19,11,1
8622,5,36,3,0
34803,7,46,20,0
15132,10,21,7,0
97061,4,63,19,1
28842,6,48,14,0
72070,8,59,14,1
59997,7,38,14,1
82033,3,26,16,0
14079,4,63,15,0
96783,7,41,10,1
72439,0,67,19,0
54299,8,52,8,1
20718,5,29,12,0
96355,7,44,14,1
95306,7,66,20,1
96072,1,64,13,0
99152,4,70,11,1
95339,2,67,3,0
78226,6,64,13,1
18195,6,47,18,0
31296,3,57,5,0
96630,0,53,8,0
43954,8,22,13,0
12096,8,21,17,0
39189,9,57,10,0
7132,10,34,16,0
92043,4,24,7,1
27533,4,26,10,0
35107,6,47,10,0
20882,3,54,8,0
71005,0,65,8,0
45750,5,59,9,0
93536,5,59,14,1
74042,5,40,14,1
98944,9,42,8,1
28778,0,62,4,0
9966,5,25,19,0
49255,6,46,2,0
46238,3,47,9,0
8801,6,52,14,0
69219,8,69,9,1
9145,3,20,5,0
26254,4,25,10,0
13554,9,56,9,0
26484,7,44,18,0
16835,4,18,6,0
43122,1,55,12,0
68581,9,43,14,1
68455,8,33,16,1
50028,6,50,14,1
38675,9,23,6,0
83984,1,26,12,0
98110,3,24,2,0
72752,4,19,1,1
73415,0,36,13,0
37026,5,62,8,0
84594,5,47,11,1
25570,1,63,7,0
97912,4,57,19,1
35144,2,63,8,0
28800,7,60,13,0
30643,7,28,6,0
64379,1,39,18,0
82749,3,66,1,0
74346,5,39,3,1
70107,6,42,9,1
9506,1,18,14,0
39604,0,59,7,0
12440,1,58,8,0
2942,4,36,14,0
52565,2,53,13,0
91868,0,26,18,0
3868,3,62,8,0
37907,0,42,3,0
72457,3,56,14,0
50762,4,50,5,1
64813,9,70,4,1
80460,9,19,9,1
30727,2,58,16,0
40878,5,67,10,0
48340,3,67,14,0
93917,5,57,1,1
57695,10,40,4,1
41337,1,19,19,0
48103,6,49,10,0
32290,4,24,15,0
5502,1,25,8,0
44136,10,43,5,0
60566,5,68,4,1
43234,6,19,12,0
36650,9,62,18,0
81621,10,53,15,1
85481,8,63,15,1
50598,6,50,10,1
12654,9,46,1,0
58861,8,42,16,1
5425,10,33,18,0
99842,1,22,5,0
33434,7,35,17,0
16643,2,49,5,0
93169,3,41,6,0
29763,9,61,13,0
75021,1,60,9,0
21368,1,44,8,0
97369,8,67,5,1
11848,6,48,19,0
51793,5,45,18,1
4965,9,35,2,0
58591,4,32,16,1
42121,2,31,2,0
42492,9,38,12,0
58966,10,58,6,1
72125,9,70,18,1
15593,10,39,15,0
97437,2,56,20,0
85892,3,35,11,0
62873,0,54,5,0
13916,10,58,1,0
85826,5,36,4,1
96473,4,67,12,1
23226,8,40,9,0
17602,10,27,9,0
62625,10,37,3,1
62770,9,63,16,1
94334,7,24,15,1
98827,1,20,17,0
58316,9,37,15,1
31447,8,53,18,0
45986,5,31,20,0
45551,6,35,4,0
45794,2,35,6,0
98740,1,65,20,0
3364,0,68,20,0
66904,3,54,8,0
58848,1,63,7,0
48421,6,50,12,0
32622,10,35,12,0
87211,6,62,3,1
68724,0,37,1,0
71856,2,58,10,0
81555,1,21,1,0
32270,2,22,12,0
98429,4,60,6,1
91690,0,35,16,0
48988,10,18,12,0
87660,8,45,17,1
90554,9,70,8,1
51622,8,44,8,1
45062,7,27,19,0
70597,3,33,7,0
52058,5,33,10,1
20317,6,56,15,0
78157,1,50,10,0
68241,9,26,13,1
8069,3,67,4,0
74365,7,49,10,1
81972,1,61,19,0
42788,8,53,3,0
96544,5,31,10,1
51723,10,69,18,1
35817,8,22,12,0
67139,4,61,16,1
87432,7,32,15,1
67246,3,58,4,0
54705,7,43,2,1
37367,7,62,9,0
75093,7,35,16,1
7973,7,70,7,0
22862,3,40,5,0
17201,4,49,1,0
58786,1,49,5,0
43423,4,28,19,0
40761,9,29,5,0
66669,7,19,19,1
18716,8,31,12,0
60669,7,49,13,1
92286,5,24,6,1
17565,5,47,14,0
65401,8,70,7,1
54927,5,62,12,1
24928,0,41,17,0
12049,6,33,17,0
66486,8,48,19,1
21675,3,53,9,0
23218,2,28,18,0
14489,7,64,15,0
20540,7,55,12,0
29219,5,43,4,0
90903,6,23,19,1
12428,9,43,10,0
63491,4,26,9,1
13654,10,48,4,0
15729,7,20,20,0
10712,0,43,9,0
21612,2,42,5,0
52447,7,36,12,1
48739,9,46,17,0
34353,7,62,7,0
86794,7,37,2,1
95344,5,50,14,1
40422,2,63,3,0
73653,7,28,1,1
81052,8,31,20,1
81134,10,54,16,1
61027,2,33,19,0
58988,7,28,6,1
19633,0,28,3,0
14801,2,52,19,0
34121,10,28,15,0
18961,5,59,18,0
61259,3,61,19,0
64968,8,68,4,1
75451,0,35,10,0
75956,2,24,8,0
55198,7,54,15,1
90937,4,59,19,1
70973,8,37,6,1
90478,2,59,14,0
34198,5,33,20,0
90791,5,18,19,1
25699,5,65,4,0
41473,4,56,3,0
97650,4,42,3,1
44546,3,50,3,0
80508,9,53,15,1
85555,6,37,13,1
27086,0,42,4,0
62647,8,63,10,1
59244,2,26,2,0
5536,0,35,5,0
11492,2,24,9,0
9684,7,50,5,0
57849,3,59,2,0
71346,0,22,4,0
97083,8,42,7,1
31125,4,39,17,0
36585,4,43,6,0
3955,10,41,10,0
84680,3,70,12,0
66994,3,65,3,0
16736,6,28,4,0
48744,1,49,17,0
72458,5,61,1,1
69389,8,68,6,1
56298,3,46,17,0
13463,7,68,10,0
34550,5,30,20,0
67637,6,65,1,1
82950,3,69,16,0
4986,1,25,13,0
26327,6,39,18,0
55091,5,56,12,1
83219,6,28,5,1
38211,5,43,15,0
7974,0,60,9,0
37010,0,19,13,0
17275,5,42,19,0
29182,10,41,8,0
18069,7,18,3,0
40572,1,61,8,0
9063,5,28,5,0
57557,7,64,15,1
87421,6,39,2,1
53453,9,45,9,1
27485,0,29,17,0
44008,5,70,11,0
6010,7,42,9,0
80767,8,57,9,1
85557,4,28,2,1
99288,0,56,7,0
88942,9,18,13,1
77726,6,23,8,1
3844,6,69,4,0
10516,3,51,7,0
2829,2,28,10,0
51045,7,69,15,1
60465,8,20,12,1
30183,0,42,15,0
11461,10,30,4,0
78505,2,44,4,0
12788,7,67,13,0
16100,7,19,16,0
22202,2,69,2,0
85184,0,20,19,0
4479,1,49,6,0
37212,1,47,18,0
22141,6,64,12,0
75975,9,64,12,1
44958,7,57,3,0
68628,2,37,3,0
82020,6,24,9,1
57951,3,26,13,0
20592,8,43,6,0
41243,6,36,6,0
39020,8,31,15,0
18377,4,63,19,0
27871,10,56,13,0
35974,7,34,5,0
64175,0,36,20,0
48193,0,23,6,0
41460,4,53,10,0
63090,1,34,14,0
9805,2,45,10,0
89766,6,62,10,1
73036,10,43,1,1
4808,6,32,14,0
74537,7,29,13,1
79598,9,44,2,1
17334,7,64,16,0
15165,2,30,14,0
17548,0,50,11,0
15066,0,54,19,0
37572,0,55,20,0
54666,8,66,16,1
24134,1,39,18,0
40649,9,21,16,0
4023,8,56,16,0
99902,7,35,3,1
24273,3,53,16,0
6439,4,25,10,0
55386,7,49,5,1
2117,0,60,10,0
83259,5,21,6,1
2990,2,67,6,0
98208,5,61,1,1
82739,3,18,7,0
70696,8,42,10,1
12344,9,55,18,0
96678,4,24,9,1
24714,2,48,9,0
17847,3,26,7,0
89906,6,43,12,1
5118,9,24,8,0
99177,3,64,14,0
50168,0,36,18,0
43226,7,35,1,0
58660,3,54,16,0
1327,6,62,7,0
25936,9,29,14,0
34400,1,54,13,0
51440,10,38,9,1
39416,1,24,1,0
35184,2,31,3,0
58386,9,29,3,1
69063,7,67,15,1
91315,7,62,8,1
73399,0,30,4,0
39206,2,40,6,0
2880,4,42,17,0
54801,6,33,17,1
45286,7,45,3,0
61722,7,62,16,1
76442,7,21,6,1
37037,9,45,6,0
45640,0,59,1,0
68160,2,39,12,0
14058,3,39,2,0
80398,2,52,18,0
87825,9,69,5,1
47001,6,47,4,0
32979,2,43,13,0
78885,10,60,3,1
10082,5,35,5,0
65716,7,35,9,1
94266,6,51,15,1
66954,4,49,13,1
5034,8,61,14,0
23055,10,67,13,0
36661,8,45,15,0
30226,4,46,11,0
62645,7,37,20,1
38634,6,69,17,0
44255,7,46,9,0
25512,4,51,5,0
75214,6,51,16,1
91212,9,27,17,1
18597,2,33,9,0
1602,2,51,11,0
17262,1,34,6,0
2889,9,28,10,0
53853,9,20,7,1
58986,10,68,3,1
76107,3,53,7,0
71467,10,43,11,1
92479,2,48,13,0
25048,3,35,4,0
17274,0,32,9,0
26765,9,56,20,0
76954,5,60,5,1
66653,6,57,5,1
97213,8,69,4,1
14605,0,22,2,0
30312,3,25,9,0
49209,5,44,20,0
99433,1,50,3,0
41925,10,34,3,0
65211,9,23,8,1
48449,5,30,17,0
34303,3,26,5,0
40762,10,33,8,0
54381,10,42,6,1
87168,3,31,18,0
25798,0,67,11,0
37947,7,59,10,0
10406,5,59,11,0
40003,3,25,10,0
19316,5,56,15,0
3844,3,43,3,0
99940,1,66,9,0
83585,7,55,5,1
70982,1,31,18,0
58215,1,48,15,0
90259,10,42,7,1
96166,1,18,16,0
47538,9,21,16,0
9388,4,47,5,0
43955,8,59,9,0
92490,9,26,7,1
8503,2,51,3,0
38507,3,45,14,0
54389,0,32,4,0
5511,0,26,20,0
54685,3,54,10,0
40375,1,24,6,0
45726,2,21,20,0
4431,6,26,9,0
71671,4,39,9,1
22414,4,41,10,0
64127,1,52,15,0
81755,2,37,18,0
7097,1,66,8,0
83108,9,28,4,1
16601,10,60,20,0
40607,6,20,16,0
34586,5,18,2,0
29898,6,23,18,0
8116,2,57,7,0
47173,3,18,7,0
14044,6,22,5,0
34391,1,56,3,0
51010,2,35,8,0
75280,7,31,15,1
72654,10,58,17,1
89381,2,62,11,0
68265,7,39,14,1
40854,6,37,11,0
51140,4,37,12,1
77231,5,37,6,1
24687,6,50,9,0
98764,5,43,1,1
57712,9,39,16,1
18841,9,22,3,0
50244,1,21,3,0
4112,4,19,3,0
80594,8,65,12,1
67748,2,54,2,0
54733,0,63,7,0
16227,7,57,13,0
99454,2,47,17,0
16996,8,50,20,0
39634,9,61,7,0
43350,9,57,16,0
31983,3,56,20,0
11603,0,50,20,0
21952,5,20,5,0
99367,0,68,15,0
63064,10,60,4,1
58590,5,54,16,1
48655,6,57,18,0
83350,5,50,1,1
74629,4,53,2,1
89487,5,41,8,1
30684,10,26,17,0
83211,9,59,16,1
32115,2,58,5,0
1894,10,44,17,0
69249,7,22,17,1
56251,0,63,12,0
63550,7,70,12,1
14208,5,63,12,0
55462,10,26,9,1
62836,4,49,17,1
56098,6,21,9,1
61929,10,24,19,1
74181,1,59,7,0
7835,0,20,8,0
85839,10,67,5,1
51663,6,23,2,1
66446,8,39,17,1
3802,8,69,19,0
46588,3,39,11,0
22378,10,33,15,0
19752,8,28,7,0
85422,4,44,11,1
8572,2,37,16,0
76611,0,67,7,0
51246,5,25,13,1
18690,1,58,1,0
82124,1,19,6,0
60317,5,70,11,1
26079,3,18,4,0
36267,3,23,10,0
31771,9,57,11,0
23377,9,26,12,0
68447,7,70,2,1
7505,3,58,8,0
44829,0,53,5,0
62016,0,55,8,0
52203,7,52,10,1
56469,0,27,17,0
73735,3,44,8,0
99200,5,20,14,1
78953,8,62,15,1
4777,1,42,6,0
19812,1,51,11,0
23428,10,25,14,0
2642,1,32,8,0
44588,5,42,1,0
63597,4,52,16,1
19547,0,48,10,0
3223,1,29,14,0
19419,1,26,20,0
21352,7,24,20,0
66746,4,60,3,1
75306,0,23,8,0
10122,4,35,5,0
56265,9,24,5,1
48350,4,52,17,0
16586,1,34,20,0
32266,2,52,8,0
90940,9,69,11,1
95712,0,35,19,0
32345,8,58,19,0
59103,8,41,12,1
50404,2,26,9,0
68586,8,19,12,1
6943,8,19,19,0
55446,8,66,11,1
61983,0,34,12,0
16225,5,60,2,0
95339,5,50,3,1
84312,1,32,9,0
25071,3,70,20,0
48485,7,20,20,0
54172,10,37,10,1
47147,6,46,10,0
95723,4,32,17,1
48845,0,61,17,0
62782,8,64,5,1
39420,7,27,18,0
82408,10,50,15,1
51600,7,23,1,1
65631,3,69,12,0
5415,4,63,7,0
66289,9,63,12,1
1632,2,46,12,0
48024,0,36,8,0
76630,9,61,4,1
93129,3,66,15,0
38320,6,32,12,0
89608,7,19,13,1
67570,6,22,9,1
41514,8,20,13,0
96784,6,68,3,1
79156,8,65,4,1
65428,5,20,14,1
48361,5,60,2,0
9785,8,19,6,0
39478,0,62,14,0
39485,9,30,18,0
38536,4,21,16,0
93882,7,61,2,1
9840,6,55,18,0
11300,4,57,15,0
26413,7,68,12,0
24742,0,47,10,0
64437,6,47,9,1
27983,5,48,18,0
80014,3,44,11,0
68157,7,34,8,1
16984,2,50,15,0
17748,2,44,11,0
56215,4,21,5,1
41408,1,19,15,0
98161,8,63,2,1
53559,1,22,3,0
56251,10,46,14,1
38996,5,34,11,0
81859,4,44,7,1
5495,8,32,3,0
1239,10,24,10,0
56531,3,25,3,0
55029,8,55,15,1
25026,0,69,2,0
74533,4,42,12,1
16542,6,61,1,0
28175,0,24,7,0
69333,5,45,18,1
6228,2,66,13,0
51328,3,58,13,0
44849,4,55,1,0
71806,2,46,3,0
62010,4,57,9,1
20456,9,37,12,0
35185,4,34,15,0
19910,2,29,2,0
90748,2,20,17,0
2847,2,40,7,0
78505,2,62,13,0
62761,0,46,14,0
49552,4,58,14,0
67605,10,21,2,1
25249,10,45,17,0
12962,2,31,1,0
54877,8,58,15,1
42716,4,47,10,0
40293,6,38,15,0
21213,4,45,6,0
46384,6,46,19,0
52738,3,31,12,0
38114,10,24,19,0
30413,3,25,4,0
44738,6,49,11,0
70281,0,48,12,0
54877,1,35,7,0
50535,2,39,11,0
89319,6,36,13,1
16016,0,62,13,0
56990,6,58,8,1
2516,2,43,7,0
65953,7,45,20,1
82061,7,35,5,1
15435,8,69,12,0
38192,9,67,18,0
24616,8,22,13,0
41608,3,55,15,0
11620,6,35,6,0
11074,6,57,11,0
90030,9,66,2,1
79443,3,23,2,0
61234,8,56,4,1
99483,8,30,5,1
93746,7,29,16,1
45033,6,68,8,0
24782,9,27,10,0
32018,10,29,3,0
60683,1,37,13,0
76847,9,43,18,1
60449,7,64,4,1
39908,8,53,7,0
24591,10,69,1,0
64874,10,37,2,1
36372,8,41,7,0
86482,9,64,11,1
77138,7,67,19,1
69298,5,41,1,1
28312,9,37,17,0
77072,1,31,11,0
59093,5,46,14,1
41501,9,22,18,0
96585,8,42,5,1
76790,7,53,11,1
46200,5,66,15,0
7913,10,38,20,0
85834,1,40,11,0
38649,10,28,20,0
48704,7,63,17,0
64561,6,49,20,1
48662,6,59,11,0
16635,4,51,6,0
59423,10,27,12,1
88524,5,53,2,1
24462,5,57,6,0
8532,4,22,5,0
17904,7,53,8,0
34589,2,41,9,0
58005,7,39,13,1
3017,3,44,13,0
81458,1,34,8,0
95217,7,31,1,1
75286,7,31,20,1
4536,0,69,2,0
46749,8,49,9,0
41005,5,44,5,0
84519,1,34,18,0
56150,2,54,16,0
22635,9,62,18,0
49219,3,40,6,0
65792,3,48,15,0
14419,0,70,10,0
49622,4,25,10,0
33407,8,31,6,0
6589,0,50,6,0
35964,5,57,6,0
83253,7,26,14,1
40906,3,45,12,0
86715,6,52,19,1
89250,0,29,6,0
65796,10,49,14,1
88314,3,18,9,0
35158,8,51,19,0
17440,8,26,2,0
2264,0,33,13,0
6861,7,60,4,0
49828,2,57,19,0
11468,7,42,2,0
79894,3,41,7,0
36218,3,30,12,0
13489,0,26,5,0
98247,0,53,14,0
9779,6,34,16,0
13491,1,59,9,0
74562,2,52,5,0
47359,1,21,9,0
37287,10,32,19,0
68800,1,63,9,0
6491,1,69,12,0
73507,3,56,10,0
85633,10,56,19,1
3312,6,62,17,0
